accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
QHB48624,1,1,1,1,1,1,1
QHB43071,1,1,1,1,1,1,1
AZV01609,0,0,0,0,0,1,1
QGS83630,1,1,1,1,1,1,1
QGT54916,1,1,0,1,0,1,1
QGT54551,1,1,0,1,0,1,1
QBQ72558,0,0,0,0,0,1,1
AZU99979,1,1,0,1,0,1,1
QGF19668,0,0,0,0,0,1,1
BBM61596,1,1,1,1,1,1,1
QFR57040,1,1,1,1,1,1,1
QFR55905,1,1,1,1,1,1,1
QFP93667,0,0,0,0,0,1,1
QFP93612,0,0,0,0,0,1,1
QBP27529,1,0,0,1,0,1,1
QEP53443,1,0,0,1,0,1,1
QEM42776,0,0,0,0,0,1,1
VOH53749,1,1,0,1,0,0,1
QEM42962,0,0,0,0,0,1,1
QEG06157,1,1,1,1,1,1,1
QEG05621,1,1,1,1,1,1,1
QEG05336,1,1,1,1,1,1,1
QEG11611,1,1,1,1,1,1,1
QDP63375,1,0,0,1,0,1,1
QDP62072,1,1,0,1,0,1,1
QDP43156,1,1,0,1,0,1,1
QDP42908,1,1,0,1,0,1,1
QDP51328,1,0,0,1,0,1,1
QDP45891,0,0,0,0,0,0,1
BBG57795,1,0,0,1,0,1,1
QDH50162,1,0,0,1,0,1,1
QDH49860,1,0,0,1,0,1,1
QDH49177,1,1,1,1,1,1,1
QDF13832,1,1,1,1,1,1,1
AYH92134,1,0,0,1,0,1,1
AZF89279,1,0,0,1,0,1,1
QCW19001,1,1,1,1,1,1,1
AWD93183,0,0,0,0,0,1,1
QBZ69741,1,1,0,1,0,1,1
QBX11593,0,0,0,0,0,0,1
QBX07886,0,0,0,0,0,0,1
AXF39272,1,1,0,1,1,1,1
QBQ75057,1,1,0,1,0,1,1
QBP06036,1,1,0,1,0,1,1
QBP05660,1,1,1,1,1,1,1
QBO66267,1,1,1,1,1,1,1
QBO61788,1,1,1,1,1,1,1
VEV89409,1,1,0,1,0,1,1
VEV88591,1,0,0,1,0,1,1
VEV88256,1,1,0,1,0,1,1
QAY01745,1,0,0,1,0,1,1
QAY00067,1,1,1,1,1,1,1
QAX99628,1,1,1,1,1,1,1
QAX98597,1,1,1,1,1,1,1
AZV01163,1,1,1,1,1,1,1
AZU97646,1,1,0,1,0,1,1
AZS49244,1,0,0,0,0,1,0
AYJ73872,1,1,0,1,0,1,1
AUM58728,1,0,0,1,0,1,1
AZB50076,1,1,0,1,0,1,1
VCU44694,1,1,1,1,1,1,1
AYR02066,1,1,0,1,0,1,1
AYN56560,1,1,1,1,1,1,1
ANZ51261,1,1,1,1,1,1,1
ATN94382,1,1,0,1,0,1,1
AVZ44624,1,1,0,1,0,1,1
AXQ67807,1,1,0,1,0,1,1
AXQ67447,1,0,0,1,0,1,1
AXQ67163,1,0,0,1,0,1,1
AXQ66908,1,1,0,1,0,1,1
ATI19478,1,0,0,1,0,1,1
ATI19384,1,0,0,1,0,1,1
ATI19285,1,0,0,1,0,1,1
ATI19154,1,0,0,1,0,1,1
AXN58082,1,1,1,1,1,1,1
NP_690824,0,0,0,0,0,1,1
NP_690818,0,0,0,0,0,1,1
AVI05172,1,0,0,1,0,1,1
AXH72831,1,1,1,1,0,1,1
AXH71182,1,1,0,1,0,1,1
AXH68399,1,0,0,1,0,1,1
AXF41388,0,1,0,1,0,1,1
AUV61177,1,1,1,1,1,1,1
AWM11720,1,1,1,1,1,1,1
AVX47505,1,1,0,1,0,1,1
AVR55694,1,1,0,1,0,1,1
ATW62044,1,1,1,1,1,1,1
ASR79804,1,0,0,1,0,1,1
ASR79529,1,0,0,1,0,1,1
ASR78962,1,0,0,1,0,1,1
ASR78676,1,0,0,1,0,1,1
ASR78249,1,0,0,1,0,1,1
AUV63986,1,1,1,1,1,1,1
AUV63451,1,1,1,1,1,1,1
AUV57813,1,0,0,1,0,1,1
ATS92285,1,0,0,1,0,1,1
AUS03195,0,1,1,1,1,1,1
AUS02043,0,1,1,1,1,1,1
AUR96121,1,0,0,1,0,0,1
AUR96016,1,0,0,1,0,0,1
AUR95602,0,0,0,0,0,1,0
AUR90281,0,0,0,0,0,1,0
AUR90214,0,0,0,0,0,1,0
AUR85771,1,1,1,1,1,1,1
AUR83476,0,0,0,0,0,1,0
AUR83408,0,0,0,0,0,1,0
AUR81858,0,0,0,0,0,1,0
AUO79438,1,1,0,1,0,1,1
BBC28665,0,0,0,0,0,1,1
ATV46299,1,1,1,1,1,1,1
ASV43842,0,0,0,1,0,1,1
ASV43746,0,0,0,1,0,1,1
ATI16906,1,1,1,1,1,1,1
ASZ78066,1,1,0,1,0,1,1
ASD51424,1,1,1,1,1,1,1
ASD51225,1,1,1,1,1,1,1
APZ81706,0,0,0,0,0,1,1
ASU01031,1,0,0,1,0,1,1
ASR79165,1,0,0,1,0,1,1
ASF00604,1,1,0,1,0,1,1
APZ82590,1,1,0,1,0,1,1
ARQ95074,1,0,0,1,0,1,1
ARW57732,1,1,1,1,1,1,1
ANT44567,1,1,1,1,1,1,1
AQY55379,1,0,1,1,0,1,1
ARK07867,0,1,0,1,0,1,1
ANT45499,1,0,0,0,0,1,1
ANT45449,1,0,0,0,0,1,1
ANT45438,1,0,0,0,0,1,1
ANT45421,1,0,0,0,0,1,1
ANT43243,0,0,0,0,0,1,1
ANT43210,1,0,0,1,0,1,1
ANT43180,1,0,0,0,0,1,1
ANT43146,0,0,0,0,0,1,1
ANT43110,1,0,0,0,0,1,1
ANT43075,1,0,0,0,0,1,1
ANT43038,1,0,0,0,0,1,1
ANT43002,1,0,0,0,0,1,1
ANT42971,0,0,0,0,0,1,1
ANT42933,1,0,0,0,0,1,1
ANT42895,0,0,0,0,0,1,1
ANT42860,1,0,0,0,0,1,1
ANT42826,1,0,0,0,0,1,1
ANT42764,1,0,0,0,0,1,1
ANT42729,1,0,0,0,0,1,1
ANT42672,1,0,0,0,0,1,1
ANT42636,1,0,0,0,0,1,1
ANT42600,1,0,0,0,0,1,1
ANT42568,1,0,0,0,0,1,1
ANT42493,0,0,0,0,0,1,1
ALP47381,1,1,1,1,1,1,1
ALP47000,1,1,1,1,1,1,1
AIX46640,1,1,0,1,0,1,1
AIX43235,1,1,0,1,0,1,1
AIX42673,1,1,0,1,0,1,1
AIX38156,1,1,0,1,0,1,1
AIX37011,1,1,0,1,0,1,1
AIX28286,1,1,0,1,0,1,1
AIX17376,1,1,0,1,0,1,1
AOO17582,1,1,0,1,0,1,1
AOO15009,1,1,0,1,0,1,1
AOO10102,1,1,0,1,0,1,1
AOO09029,1,1,0,1,0,1,1
AOO08815,1,1,0,1,0,1,1
AOV57433,1,1,0,1,0,1,1
ADE34863,1,1,1,1,1,1,1
SCN45727,1,1,1,1,1,1,1
ANH51145,1,1,0,1,0,1,1
AOA49521,0,0,0,0,0,1,1
ANU79809,1,0,0,1,0,1,1
AET72551,0,0,0,0,0,1,1
ADT64022,1,1,0,1,0,1,1
ANT41327,1,0,0,1,0,1,1
ANS02874,0,0,0,0,0,0,1
AMQ65926,1,1,1,1,1,1,1
AKJ73501,0,0,0,0,0,1,1
AND75984,1,1,1,1,1,1,1
AND75713,1,1,1,1,1,1,1
AKN44575,1,1,1,1,1,1,1
AMW63398,1,0,0,1,0,1,1
AMW61933,1,0,0,1,0,1,1
AMW61690,1,0,0,1,0,1,1
AIM51864,1,1,1,1,1,1,1
AIM51663,1,1,1,1,1,1,1
ALA12969,0,0,0,0,0,1,0
ALA12883,0,0,0,0,0,1,0
ALA12796,0,0,0,0,0,1,0
ALM64836,0,0,0,0,0,0,1
ALM64391,0,0,0,0,0,0,1
ALM63717,0,0,0,0,0,0,1
ALY07866,1,1,1,1,1,1,1
ALO80492,1,0,0,1,0,1,1
ALO80293,1,0,0,1,0,1,1
ALO80096,1,0,0,1,0,1,1
ALA13331,1,0,0,1,0,1,1
ALA07444,1,0,0,1,0,1,1
ALA07227,1,0,0,1,0,1,1
BAR35141,1,1,0,1,0,1,1
BAR34416,0,0,0,0,0,0,1
BAR31758,1,1,0,1,0,1,1
BAR31384,1,1,0,1,0,1,1
BAR30972,0,0,0,0,0,0,1
BAQ84665,0,0,0,0,0,1,1
BAQ84593,0,0,0,0,0,0,1
AIM51312,1,1,1,1,1,1,1
AIZ94728,1,0,0,1,0,1,1
AGS81270,1,1,0,1,0,1,1
AKF12926,1,1,1,1,1,1,1
AHJ86888,1,1,1,1,1,1,1
BAO09517,1,1,0,1,0,1,1
BAO09302,1,1,0,1,0,1,1
AHJ87492,1,1,0,1,0,1,1
BAQ22990,1,1,1,1,1,1,1
AIT75226,1,1,1,1,1,1,1
AIT74954,1,1,1,1,1,1,1
AIT74679,1,1,1,1,1,1,1
AIT74136,1,1,1,1,1,1,1
AIT73864,1,1,1,1,1,1,1
AIT73592,1,1,1,1,1,1,1
AIT73321,1,1,1,1,1,1,1
AIT73050,1,1,1,1,1,1,1
AIK67974,1,1,1,1,1,1,1
CDL65257,0,0,0,0,0,1,1
AHZ60211,1,1,1,1,1,1,1
AIK68637,0,0,0,0,0,0,1
AGI12175,1,0,0,1,0,1,1
AIM49846,1,1,0,1,0,1,1
AHB80791,1,1,0,1,0,1,1
AII27093,0,0,0,1,0,1,1
AGY47872,1,1,0,1,1,1,1
AGY47668,1,1,0,1,1,1,1
AGY47401,1,1,0,1,0,1,1
AGY46669,1,0,0,1,0,1,1
AHZ95257,0,0,0,0,0,0,1
AHZ95255,0,0,0,0,0,0,1
AHZ95254,0,0,0,0,0,0,0
AHZ95250,1,1,0,1,0,1,1
AGB62738,1,1,0,1,0,1,1
AGH07056,1,1,0,1,0,1,1
AGH06846,1,1,0,1,0,1,1
AEW24257,1,1,0,1,1,1,1
AGF89000,1,1,0,1,1,1,1
AGF88541,1,1,0,1,1,1,1
AGN33650,1,1,0,1,0,1,1
AEO97024,1,1,1,1,1,1,1
AGH57875,1,1,0,1,0,1,1
AGH57391,1,1,0,1,0,1,1
AGH56503,1,1,0,1,0,1,1
AGH56366,1,1,0,1,0,1,1
AGH26674,1,1,0,1,0,1,1
AGH07501,1,1,0,1,0,1,1
AGG58166,0,1,1,1,1,1,1
AGG54449,1,1,0,1,0,1,1
AGF91442,1,1,0,1,0,1,1
AFB17871,1,1,0,1,0,1,1
AFB17661,1,1,0,1,0,1,1
AFB15436,1,1,0,1,0,1,1
AFX83938,0,0,0,0,0,1,1
ADO98778,1,1,0,1,0,1,1
AFN37242,1,1,1,1,1,1,1
AFK66315,1,1,0,1,0,1,1
AFC61965,1,1,0,1,0,0,1
ADM79986,1,1,1,1,1,1,1
AEH21895,1,0,0,1,0,0,1
AEN94146,1,1,0,1,1,1,1
ADX87798,0,0,0,1,0,1,1
ADW80211,0,0,0,0,0,1,1
ADW80157,0,0,0,0,0,1,1
CBW37924,1,1,0,1,1,1,1
AAA32552,1,1,1,1,1,1,1
CAB40822,1,1,1,1,1,1,1
P06956,0,0,0,0,0,0,0
A0A514U5E6,1,1,1,1,1,1,1
P22884,0,0,0,0,0,0,0
P03700,0,0,0,0,0,0,0
A0A218MA15,1,1,1,1,1,1,1
A0A0M7QBP4,1,1,1,1,1,1,1
P25426,0,0,0,0,0,0,0
I7B6T6,1,1,1,1,1,1,1
Q38361,0,0,0,0,0,0,0
P20709,0,0,0,0,0,0,0
P04890,0,0,0,0,0,0,0
A0AAU8GRT2,1,1,0,1,0,1,1
P27077,0,0,0,0,0,0,1
P21442,0,0,0,0,0,0,0
K8DUU8,1,1,1,1,1,1,1
A0ABZ0Z3D8,1,1,0,1,0,1,1
Q38067,0,0,0,0,0,0,0
P36932,0,0,0,0,0,0,1
P06723,0,0,0,0,0,0,0
P37317,0,0,0,0,0,0,0
P06155,0,0,0,0,0,0,0
P16407,0,0,0,0,0,0,0
P27078,0,0,0,0,0,0,0
P20214,0,0,0,0,0,0,1
P24731,0,0,0,0,0,0,0
A0A8D6UBL2,1,0,0,1,0,1,1
A0AAX3Y2K7,1,0,0,1,0,1,1
A0AAX3Y5C7,1,0,0,1,0,1,1
A0AAX4J6S3,1,0,0,0,0,1,1
A0AAX3Y2S4,1,0,0,1,0,1,1
E1XT65,1,1,0,1,1,1,1
A0A9E7DUL0,1,1,0,1,0,1,1
A0A9E7DV42,1,1,0,1,0,1,1
A0A2Z5HMQ5,1,1,0,1,1,1,1
A0AAE9C8K7,1,1,1,1,1,1,1
S5Y6V3,1,0,0,1,0,1,1
A0A2I6PFU4,1,1,1,1,1,1,1
A0A5B9MVD9,1,1,1,1,1,1,1
A0A5B9MX47,1,1,1,1,1,1,1
A0A6G8R7Q8,1,1,1,1,1,1,1
A0A6G8R8G4,1,1,1,1,1,1,1
A0A5B9MWB5,1,1,1,1,1,1,1
A0A4Y6E901,1,1,1,1,1,1,1
A0A5B9NGB5,1,1,1,1,1,1,1
A0A5P8PIR4,1,1,1,1,1,1,1
G2ZIG1,1,1,0,1,0,1,1
Q06687,0,0,0,0,0,0,0
O10330,0,0,0,0,0,0,0
G0XMD1,1,1,0,1,0,1,1
Q82484,0,0,0,0,0,0,0
A0A6G6XH48,1,1,0,1,0,1,1
A0A6G6XFR4,1,1,0,1,0,1,1
A0AAE9K7I6,1,0,0,1,0,1,1
A0A410TAW2,1,1,0,1,0,1,1
A0A9E7DUL1,1,0,0,1,0,1,1
A0A6G6XFI1,1,1,0,1,0,1,1
A0AAE9KT76,1,0,0,1,0,1,1
A0AB39C7A9,0,0,0,0,0,1,1
A0AAU6R645,0,0,0,0,0,1,1
M4HNK3,1,0,0,1,0,1,1
P24081,0,0,0,0,0,0,1
A0A0M7Q9K3,1,1,1,1,1,1,1
A0A0M7QBB4,1,1,1,1,1,1,1
A0AAU8EII1,1,0,0,1,0,1,1
A0A7U3T8R8,1,0,0,1,0,1,1
A0A0M7QF29,1,1,1,1,1,1,1
Q65182,0,0,0,0,0,0,0
A0A0K2FMP6,1,0,0,1,0,1,1
A0A7G8ZZ70,1,0,0,1,0,1,1
P0CAF0,0,0,0,0,0,0,0
P0CAF1,0,0,0,0,0,0,0
P0CAF2,0,0,0,0,0,0,0
Q65225,0,0,0,0,0,0,0
A0AAU6NT94,1,1,1,1,1,1,1
A0AAU8KYZ8,1,1,1,1,1,1,1
A0A449C4B8,1,1,1,1,1,1,1
A0A249XY36,1,1,1,1,1,1,1
I7KRM0,1,1,1,1,1,1,1
A0AAF0JKQ8,1,1,1,1,1,1,1
A0AAF0JJJ9,1,1,1,1,1,1,1
A0AAF0JKH6,1,1,1,1,1,1,1
A0A449C3H8,1,1,1,1,1,1,1
A0A449C5R6,1,1,1,1,1,1,1
A0A7D5FNU4,1,1,1,1,1,1,1
K4I5Z3,1,1,1,1,1,1,1
A0A160CB19,1,1,1,1,1,1,1
A0A7D5FNJ4,1,1,1,1,1,1,1
G1JVP8,1,0,0,1,0,1,1
G1BKS2,1,0,0,1,0,1,1
C9DAZ5,1,0,0,1,0,1,1
G8IAF6,1,0,0,1,0,1,1
G1JXS3,1,0,0,1,0,1,1
C9DBT1,1,0,0,1,0,1,1
G1BM88,1,0,0,1,0,1,1
G8ICQ8,1,0,0,1,0,1,1
I3WV46,1,0,0,1,0,1,1
A0A3G2K9G2,1,1,1,1,1,1,1
A0A6J5KXW8,1,1,1,1,1,1,1
A0A6J7WVG2,1,1,1,1,1,1,1
A0A6B9WKF8,1,1,1,1,1,1,1
A0A6J5T6P1,1,1,1,1,1,1,1
A0A3G2K8Y5,1,1,1,1,1,1,1
K4I4U6,1,1,1,1,1,1,1
A0A6B9X404,1,1,1,1,1,1,1
A0A6J5LFH6,1,1,1,1,1,1,1
A0A482GQH0,1,1,1,1,1,1,1
A0A0F6TKR2,1,1,1,1,1,1,1
A0A482GE73,1,1,1,1,1,1,1
A0A482GIC4,1,1,1,1,1,1,1
A0A482MW79,1,1,1,1,1,1,1
A0A6J5KRX4,0,1,1,1,1,1,1
A0A482MY81,1,1,1,1,1,1,1
A0A0F6THM6,1,1,1,1,1,1,1
A0A0F6TJ22,1,1,1,1,1,1,1
A0A482MVF0,1,1,1,1,1,1,1
A0A482MXI9,1,1,1,1,1,1,1
A0A482N1J3,1,1,1,1,1,1,1
A0A482GK03,1,1,1,1,1,1,1
A0A482GNA7,1,1,1,1,1,1,1
A0A482MYX6,1,1,1,1,1,1,1
A0A482N2J8,1,1,1,1,1,1,1
Q19X92,1,0,0,1,0,1,1
A0A346N8Z9,1,0,0,1,0,1,1
A0A3G3BZ91,1,0,0,1,0,1,1
A0A411AZD7,1,0,0,1,0,1,1
A0A7M1CRN8,1,0,0,1,0,1,1
A0A411CCS7,1,0,0,1,0,1,1
A0A8F2IWM7,1,0,0,1,0,1,1
A0A1B1PC24,1,0,0,1,0,1,1
A0A411CBZ1,1,0,0,1,0,1,1
A0A6B9LW34,1,0,0,1,0,1,1
A0A7G8LP78,1,0,0,1,0,1,1
A0A4Y5TXH4,1,1,1,1,1,0,1
A0A2Z5ZCG4,1,1,1,1,1,1,1
Q853A2,1,0,0,1,0,1,1
A0A2Z4QE60,1,1,1,1,1,1,1
A0A223LFJ3,1,1,1,1,1,1,1
A0A291LG30,1,1,1,1,1,1,1
A0A2K9V5D8,1,1,1,1,1,1,1
A0A291LDL8,1,1,1,1,1,1,1
A0A291LG29,1,1,1,1,1,1,1
A0A3G3MBU9,1,1,1,1,1,1,1
A0A410T4Y3,1,1,1,1,1,1,1
A0A482GD61,1,1,1,1,1,1,1
A0A8F3HLW7,1,1,1,1,1,1,1
A0A3G3MCM7,1,1,1,1,1,1,1
A0A2S1GMA1,1,1,1,1,1,1,1
A0A2S1GQI1,1,1,1,1,1,1,1
A0A482GKI6,1,1,1,1,1,1,1
A0A4D6DZD6,1,1,1,1,1,1,1
A0A7G3KF99,1,1,1,1,1,1,1
A0A482N0M2,1,1,1,1,1,1,1
A0A249Y3S7,1,1,1,1,1,1,1
A0A7T3NBB8,1,1,1,1,1,1,1
A0A192YBD0,1,1,1,1,1,1,1
A0A0U4JQY5,1,0,0,0,0,1,0
A0A2H4P9L0,1,0,0,0,0,1,0
A0A0U4INM3,1,0,0,0,0,1,0
A0A0U4JBH6,1,0,0,0,0,1,0
A0A386K9M5,1,0,0,0,0,1,0
A0A0U4B4X9,1,0,0,0,0,1,0
A0A0U4IK84,1,0,0,0,0,1,0
A0A0U4ING1,1,0,0,0,0,1,0
A0A0U4IUY3,1,0,0,0,0,1,0
A0A0U4KP29,1,0,0,0,0,1,0
A0A0U4JWS7,1,0,0,0,0,1,0
A0A9E7QQP0,0,0,0,0,0,1,1
A0A0U4K2I6,1,0,0,0,0,1,0
A0A5B9N682,1,1,1,1,1,1,1
A0A5Q2F4J8,1,1,1,1,1,1,1
A0A2H4YG50,1,1,1,1,1,1,1
A0A1W5N0Z5,1,1,1,1,1,1,1
A0A1W5P098,1,1,1,1,1,1,1
A0A0K1Y4Y3,1,1,1,1,1,1,1
A0A0U2DDQ8,1,1,1,1,1,1,1
A0A162E488,1,1,1,1,1,1,1
A0A1V0DXE1,1,1,1,1,1,1,1
A0A411B8P9,1,1,1,1,1,1,1
A0A2Z5H2I0,1,1,1,1,1,1,1
A0A3G3BZV6,1,1,1,1,1,1,1
A0A6H0X1Y6,1,1,1,1,1,1,1
A0AAE9JUA1,1,1,1,1,1,1,1
A0A1W5LJH2,1,1,1,1,1,1,1
A0A5B9N1D2,1,1,1,1,1,1,1
A0A1J0GSW6,1,1,1,1,1,1,1
A0A2U8QQB1,1,1,1,1,1,1,1
A0A858MTG0,1,1,1,1,1,0,1
A0A2D1GLR8,1,1,1,1,1,1,1
A0A5B9NMM1,1,1,1,1,1,1,1
A0A1B1P8N4,1,1,1,1,1,1,1
A0A4Y5TSQ4,1,1,1,1,1,1,1
A0A4P2TH78,1,1,1,1,1,0,1
A0A0U4IQL8,0,0,0,0,0,1,0
A0A3S9U9M4,1,0,0,0,0,1,0
A0A3S9U9R8,1,0,0,0,0,1,0
A0A3S9UAC6,1,0,0,0,0,1,0
A0A3S9UDZ9,1,0,0,0,0,1,0
A0A3S9UFU4,1,0,0,0,0,1,0
A0A3S9UG00,1,0,0,0,0,1,0
A0A3S9UGY1,1,0,0,0,0,1,0
A0A3S9UMU4,1,0,0,0,0,1,0
A0A7T1NXF1,1,0,0,0,0,1,0
A0A9E7QPG0,0,0,0,0,0,1,1
A0A9E7TUQ8,0,0,0,0,0,1,1
A0AA49BP10,0,0,0,0,0,1,1
A0A0U4K8K7,1,0,0,0,0,1,0
A0A222ZGB9,1,0,0,0,0,1,0
A0A3G8FSI8,0,0,0,0,0,1,0
A0A3G8FUS6,1,0,0,0,0,1,0
A0A3S9UBT4,1,0,0,0,0,1,0
A0A3S9UG03,1,0,0,0,0,1,0
A0A3S9UNV5,1,0,0,0,0,1,0
A0A4D6E3W8,1,0,0,0,0,1,0
A0A4D6T4U0,1,0,0,0,0,1,0
A0A5J6TJQ3,0,0,0,0,0,1,1
A0A6B9LE03,1,0,0,0,0,1,0
A0A7L7SHN9,0,0,0,1,0,1,1
A0A9E7QSX9,0,0,0,0,0,1,1
A0A3G8FTY1,1,0,0,0,0,1,0
A0A3G8FVH7,1,0,0,0,0,1,0
A0A3G8FW47,1,0,0,0,0,1,0
A0A3S9UHF7,1,0,0,0,0,1,0
A0A3S9UHU7,1,0,0,0,0,1,0
A0A5J6TC96,0,0,0,0,0,1,1
A0A5J6TU58,0,0,0,0,0,1,1
A0A9E7Q452,0,0,0,0,0,1,1
A0AA96GVE5,0,0,0,0,0,1,1
A0A3G3M021,0,0,0,0,0,1,1
A0A3S9UD23,1,0,0,0,0,1,0
A0A3S9UIJ2,1,0,0,0,0,1,0
A0A3S9ULC4,1,0,0,0,0,1,0
A0A3S9UQP5,0,0,0,0,0,1,1
A0A5J6TQT2,0,0,0,0,0,1,1
A0A5J6TXX2,0,0,0,0,0,1,1
A0A649VFE6,0,0,0,0,0,1,1
A0AA96JZ43,0,0,0,0,0,1,1
A0A3G3M087,0,0,0,0,0,1,1
A0A3G8FU76,1,0,0,0,0,1,0
A0A3S9UCK6,1,0,0,0,0,1,0
A0A3S9UEF6,1,0,0,0,0,1,0
A0A3S9UEN1,0,0,0,0,0,1,0
A0A3S9UHN6,1,0,0,0,0,1,0
A0A3S9UK49,1,0,0,0,0,1,0
A0A3S9UQ55,1,0,0,0,0,1,0
A0AB38YC36,1,0,0,0,0,1,0
A0A0M7Q9C8,1,1,1,1,1,1,1
A0A6J5P973,1,1,1,1,1,1,1
A0A1S5R3V0,1,1,1,1,1,1,1
A0A068CCU1,1,1,0,1,0,1,1
A0A6H2A7E8,1,1,0,1,0,1,1
A0A060AFZ8,1,1,0,1,0,1,1
A0A068CB30,1,1,0,1,0,1,1
A0A6H2A8R2,1,1,0,1,0,1,1
A0A060AF80,1,1,0,1,0,1,1
A0A068CB37,1,1,0,1,0,1,1
A0A068CB83,1,1,0,1,0,1,1
A0A0E3TB75,1,1,0,1,0,1,1
A0AAE7RFE5,1,1,0,1,0,1,1
A0AB39C883,1,1,0,1,0,1,1
A0A7S6R6L6,1,0,0,1,0,1,1
A0A7S9XI95,1,0,0,1,0,1,1
A0A976XR85,1,0,0,1,0,1,1
A0A0C5JZN7,1,0,0,1,0,1,1
A0A411BL33,1,1,0,1,0,1,1
A0A4Y5TSA0,1,0,0,1,0,1,1
A0A076G434,1,1,0,1,0,1,1
A0A976XQ34,1,0,0,1,0,1,1
A0A2K9VCQ0,1,0,0,1,0,1,1
A0A075LZU0,1,0,0,1,0,1,1
A0A024B3J8,1,0,0,1,0,1,1
A0A5J6D734,1,1,0,1,0,1,1
A0AAE9JV53,1,0,0,1,0,1,1
A0A024B218,1,0,0,1,0,1,1
A0A8S0G7H7,1,1,0,1,0,1,1
A0AAE9FFM0,1,0,0,1,0,1,1
A0A7G9A5T1,1,1,0,1,0,1,1
A0A7G9A583,1,1,0,1,0,1,1
A0A514U7R5,1,1,0,1,0,1,1
A0A5C2IG76,1,1,0,1,0,1,1
A0A3B8DJV6,1,0,0,1,0,1,1
A0A6H0X5E6,1,0,0,1,0,1,1
A0A3G1LDP4,1,1,0,1,0,1,1
A0A7G9A3N9,1,0,0,1,0,1,1
A0A858EC68,1,1,0,1,0,1,1
A0A9E7MH96,1,1,0,1,0,1,1
A0A6J7WV22,1,1,1,1,1,1,1
A0A173H2T3,1,0,0,1,0,1,1
A0A6M2ZIW3,1,1,0,1,0,1,1
A0A5C2H0R6,1,0,0,1,0,1,1
A0A0Y0AAL6,1,0,0,1,0,1,1
A0A249XV94,1,0,0,1,0,1,1
A0A0K2FKI2,1,0,0,1,0,1,1
A0A1C3S7G2,1,1,1,1,1,1,1
A0A291I9I3,1,1,0,1,0,1,1
J9PQJ1,1,0,0,1,0,1,1
A0A6G8R5U1,1,1,0,1,0,1,1
A8E2B6,1,1,0,1,0,1,1
A0A411B7M1,1,0,0,1,0,1,1
A0A1X9I9W6,1,1,0,1,0,1,1
J9PRD2,1,1,0,1,0,1,1
G9J1V5,1,1,0,1,0,1,1
A0A1X9IA86,1,1,0,1,0,1,1
C1KFR4,1,1,0,1,0,1,1
A0A0K2D065,1,1,0,1,0,1,1
A0A1W5PUP6,1,1,0,1,1,1,1
A0A0A8J9X7,1,1,1,1,0,1,1
A0AAE8YF19,0,0,0,0,0,0,1
A0A1I9SF15,0,0,0,0,0,0,1
A0A2H4PRA5,0,0,0,0,0,0,1
A0A2H4PRH8,0,0,0,0,0,0,1
A0A2S1GN39,0,0,0,0,0,0,1
A0A976XQ57,0,0,0,0,0,0,1
A0AAT9V5U9,0,0,0,0,0,0,1
A0A2K9V3B4,0,0,0,0,0,1,1
A0A879R2G9,0,0,0,0,0,0,0
A0A862QZI7,0,0,0,0,0,1,1
A0AAX4QI35,1,1,0,1,0,1,1
A0A385EFG6,1,1,0,1,0,1,1
Q6Y7M6,1,1,0,1,0,1,1
A0A249Y053,1,1,0,1,1,1,1
K4I499,1,1,0,1,1,1,1
A0A0P0ZG63,0,0,0,0,0,0,1
A0AAU8EFA0,0,0,0,0,0,0,0
A0ACA9ATK1,1,1,0,1,0,1,1
K0JCU4,0,0,0,0,0,0,1
A0A0P0ZFL8,0,0,0,0,0,0,1
A0A0P0ZFY9,0,0,0,0,0,0,1
A0ACA9AT25,1,0,0,1,0,1,1
A0A0P0ZH00,0,0,0,0,0,0,1
A0A0E3FAP9,1,1,0,1,0,1,1
A0A411BCE8,1,1,0,1,1,1,1
Q71TG5,0,0,0,0,0,0,0
Q5QBN6,0,0,0,0,0,0,0
A0A8S5RGY5,0,0,0,0,0,1,0
A0A8S5RCE8,0,0,0,0,0,0,1
A0A8S5R7R1,0,0,0,0,0,0,0
A0A8S5RH13,0,0,0,0,0,0,0
A0A8S5Q736,0,0,0,0,0,0,1
A0A8S5RNU8,0,0,0,0,0,0,0
D2K3X3,0,0,0,0,0,0,0
A0A3T1CWL1,0,0,0,0,0,0,1
A0A8S5RH28,0,0,0,0,0,0,0
A0A7S8BDB4,0,0,0,0,0,0,0
A0A8S5RFJ2,0,0,0,0,0,0,1
D0UWE1,0,0,0,0,0,0,1
A0AAX4G8Q3,1,1,1,1,1,1,1
A0A1J0MG06,1,1,1,1,1,1,1
A0A2K9VAC9,1,1,1,1,1,1,1
A0AAU8GH45,1,1,1,1,1,1,1
A0A5P8PKY0,0,0,0,0,0,0,1
A0A346FKL3,0,0,0,0,0,0,1
A0A5K7YDK0,0,0,0,0,0,0,0
A0AC61TRT6,0,0,0,0,0,0,0
A0A5P8PLI6,0,0,0,0,0,0,1
A0A5B9NFM5,0,0,0,0,0,0,1
A0A8S5LCG3,0,0,0,0,0,0,1
A0AAU8GKN9,1,1,1,1,1,1,1
A0A2P1JU53,1,1,1,1,1,1,1
A0A6G9L8S6,1,1,1,1,1,1,1
