model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,WIL02365,Salmonella phage ST-W63,"{""uid"": ""2514756614"", ""accession"": ""WIL02365"", ""title"": ""RecA-like recombination protein [Salmonella phage ST-W63]"", ""organism"": ""Salmonella phage ST-W63"", ""taxonId"": 3038217, ""sequence_length"": 361, ""create_date"": ""2025/12/31"", ""update_date"": ""2025/12/31"", ""dbsource"": ""insd"", ""extra"": ""gi|2514756614|gb|WIL02365.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Typhimurium"", ""country"": ""Thailand"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The paper states that the phage PH215 ""demonstrated remarkable environmental stability, sustaining infectivity across a wide pH range (2-11) and at temperatures from 4 to 50 °C."" Since the optimal growth range for mesophiles is 15–45°C, and the tested range (4–50°C) encompasses this range, and the highest tested temperature (50°C) is near the upper limit of mesophilic activity, we classify it as mesophile based on the provided range.",high,True,TMP_results/accessions/WIL02365/library/accession_lit,,84.52,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.36, ""CreateAccessionLibrary"": 18.91, ""ClassifyThermalLiterature"": 63.25}",False,literature,explicit,,42140025.txt,
gemma4:e4b,YCB26705,Salmonella phage GRNsp09,"{""uid"": ""3131199187"", ""accession"": ""YCB26705"", ""title"": ""recombination and repair protein [Salmonella phage GRNsp09]"", ""organism"": ""Salmonella phage GRNsp09"", ""taxonId"": 3479052, ""sequence_length"": 393, ""create_date"": ""2025/12/21"", ""update_date"": ""2025/12/21"", ""dbsource"": ""insd"", ""extra"": ""gi|3131199187|gb|YCB26705.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Enteritidis JSC160603"", ""isolation_source"": ""chicken feces""}",,,,,,False,mesophile,,"The paper states that the phage PH215 ""demonstrated remarkable environmental stability, sustaining infectivity across a wide pH range (2-11) and at temperatures from 4 to 50 °C."" Since the optimal growth range for mesophiles is 15–45°C, and the tested range (4–50°C) encompasses this range, and the highest tested temperature (50°C) is near the upper limit of mesophilic activity, we classify it as mesophile based on the provided range.",high,True,TMP_results/accessions/YCB26705/library/accession_lit,,374.97,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.33, ""CreateAccessionLibrary"": 40.52, ""ClassifyThermalLiterature"": 332.12}",False,literature,explicit,,42140025.txt,
gemma4:e4b,YCB25778,Escherichia phage vB_EcoA_8D1,"{""uid"": ""3131198239"", ""accession"": ""YCB25778"", ""title"": ""RecA DNA recombination protein [Escherichia phage vB_EcoA_8D1]"", ""organism"": ""Escherichia phage vB_EcoA_8D1"", ""taxonId"": 3479173, ""sequence_length"": 393, ""create_date"": ""2025/12/21"", ""update_date"": ""2025/12/21"", ""dbsource"": ""insd"", ""extra"": ""gi|3131198239|gb|YCB25778.1|"", ""host"": ""Escherichia coli"", ""country"": ""China"", ""isolation_source"": ""urban wastewater treatment plant in Qian'an City, Tangshan City, Hebei Province"", ""collection_date"": ""2025-08-31""}",,,,,,False,mesophile,,"The isolation source is 'urban wastewater treatment plant in Qian'an City, Tangshan City, Hebei Province'. Wastewater treatment plants typically represent environments associated with mesophilic organisms, as no extreme temperature conditions are specified.",,True,TMP_results/accessions/YCB25778/library/accession_lit,,2.89,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.89}",False,metadata,inferred,,,
gemma4:e4b,YCB15776,Escherichia phage OLB156,"{""uid"": ""3130937136"", ""accession"": ""YCB15776"", ""title"": ""RecA DNA recombination protein [Escherichia phage OLB156]"", ""organism"": ""Escherichia phage OLB156"", ""taxonId"": 3469556, ""sequence_length"": 393, ""create_date"": ""2025/12/20"", ""update_date"": ""2025/12/20"", ""dbsource"": ""insd"", ""extra"": ""gi|3130937136|gb|YCB15776.1|"", ""host"": ""Escherichia coli 11-1677A"", ""isolation_source"": ""wastewater""}",,,,,,False,mesophile,,"The isolation source is 'wastewater'. Wastewater environments are generally associated with mesophilic conditions, and the host, 'Escherichia coli', is typically mesophilic.",,True,TMP_results/accessions/YCB15776/library/accession_lit,,2.08,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.08}",False,metadata,inferred,,,
gemma4:e4b,YCA88998,Escherichia phage HME2,"{""uid"": ""3130109518"", ""accession"": ""YCA88998"", ""title"": ""DNA recombination and repair protein RecA [Escherichia phage HME2]"", ""organism"": ""Escherichia phage HME2"", ""taxonId"": 3464252, ""sequence_length"": 361, ""create_date"": ""2025/12/16"", ""update_date"": ""2025/12/16"", ""dbsource"": ""insd"", ""extra"": ""gi|3130109518|gb|YCA88998.1|"", ""host"": ""Escherichia coli ATCC 43890"", ""country"": ""South Korea"", ""isolation_source"": ""pond water""}",,,,,,False,mesophile,,"The isolation source is 'pond water'. Pond water environments are generally considered mesophilic environments, which suggests a mesophilic thermal range.",,True,TMP_results/accessions/YCA88998/library/accession_lit,,1.98,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 1.98}",False,metadata,inferred,,,
gemma4:e4b,WRQ12700,Escherichia phage ECBD,"{""uid"": ""2647415315"", ""accession"": ""WRQ12700"", ""title"": ""protein RecA [Escherichia phage ECBD]"", ""organism"": ""Escherichia phage ECBD"", ""taxonId"": 3113372, ""sequence_length"": 387, ""create_date"": ""2025/12/01"", ""update_date"": ""2025/12/01"", ""dbsource"": ""insd"", ""extra"": ""gi|2647415315|gb|WRQ12700.1|"", ""lab_host"": ""Escherichia coli serotype 078:H11:K80, Escherichia coli serotype 06:H16"", ""country"": ""India"", ""isolation_source"": ""bufallo dung""}",Escherichia coli,species,"The metadata lists 'Escherichia coli' as the lab host. 'Escherichia coli' is generally associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text mentions incubation temperatures for bacterial growth assays: ""A single colony was inoculated into 5 ml of LB broth and incubated at 37°C, with shaking at 220 rpm."" and ""...incubated at 37°C with shaking (150 rpm) overnight..."" and ""...incubated at 37°C with shaking (150 rpm) for 5.5 hours."" Since 37°C falls within the mesophile range (15–45°C), the organism is characterized as a mesophile.",,True,TMP_results/accessions/WRQ12700/library/accession_lit,TMP_results/accessions/WRQ12700/library/host_lit,223.75,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.55, ""CreateAccessionLibrary"": 24.95, ""ClassifyThermalLiterature"": 130.89, ""ClassifyHostMetadata"": 2.81, ""ClassifyThermalRangeHostLiterature"": 31.33}",False,host_literature,explicit,,PMC13178558.1.txt,
gemma4:e4b,YBW68348,Vibrio phage vB_VchoM_Vcy,"{""uid"": ""3114747091"", ""accession"": ""YBW68348"", ""title"": ""recombination and repair protein [Vibrio phage vB_VchoM_Vcy]"", ""organism"": ""Vibrio phage vB_VchoM_Vcy"", ""taxonId"": 3471638, ""sequence_length"": 366, ""create_date"": ""2025/11/29"", ""update_date"": ""2025/11/29"", ""dbsource"": ""insd"", ""extra"": ""gi|3114747091|gb|YBW68348.1|"", ""host"": ""Vibrio sp."", ""isolation_source"": ""marine water""}",Vibrio sp.,phage,"The host is 'Vibrio sp.' and the isolation source is 'marine water'. Marine environments can vary, but 'marine water' alone does not specify a thermal range.",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for several experiments: 
1. ""For each sediment sample, a fresh sample of 10g was incubated in a flask (500 ml in size) with 200 ml EM at 150 rpm and 35℃."" 
2. ""After cultivation for 48 h, through 10-fold serial dilution, the bacterial suspensions were streaked on SNDM agar plates and incubated at 35℃ for 3 days."" 
3. ""To explicitly estimate the nitrogen removal performance of Strain GW6, the strain was cultivated at 35°C and 150 rpm in a flask (500 mL in size) with 100 mL LB medium for 16 h."" 
4. ""The media were inoculated with bacterial suspension (2% inoculation size (v/v)) and cultivated for 24 h at 35°C and 150 rpm under aerobic conditions..."" 
5. ""In the experiment for temperature, cultivation temperature was set at 15°C, 20°C, 25°C, 30°C and 35°C, respectively..."" 
6. ""...and the OD600 reached between 1.16 to 1.76 after 24 h cultivation. Strain GW6 grew best under 35℃..."" 
Since 35°C falls within the mesophile range (15–45°C), the organism is classified as a mesophile.",,True,TMP_results/accessions/YBW68348/library/accession_lit,TMP_results/accessions/YBW68348/library/host_lit,85.17,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.48, ""CreateAccessionLibrary"": 6.8, ""ClassifyThermalLiterature"": 0.04, ""ClassifyHostMetadata"": 2.18, ""ClassifyThermalRangeHostLiterature"": 43.67}",False,host_literature,explicit,,PMC13178893.1.txt,
gemma4:e4b,YBW02273,Stenotrophomonas phage vB_SmaM_QH202,"{""uid"": ""3108644299"", ""accession"": ""YBW02273"", ""title"": ""recombination and repair protein [Stenotrophomonas phage vB_SmaM_QH202]"", ""organism"": ""Stenotrophomonas phage vB_SmaM_QH202"", ""taxonId"": 3469079, ""sequence_length"": 361, ""create_date"": ""2025/11/24"", ""update_date"": ""2025/11/24"", ""dbsource"": ""insd"", ""extra"": ""gi|3108644299|gb|YBW02273.1|"", ""host"": ""Stenotrophomonas maltophilia"", ""country"": ""China"", ""isolation_source"": ""Qinghai Lake water"", ""collection_date"": ""2024"", ""collected_by"": ""Peng Cheng"", ""altitude"": ""3196 m""}",Stenotrophomonas maltophilia,species,The host is associated with 'Qinghai Lake water'.,,metadata,True,2010-2020,,The provided list of publications spans from 2010 to 2020. This range is used to define the temporal scope of the research output.,,True,TMP_results/accessions/YBW02273/library/accession_lit,TMP_results/accessions/YBW02273/library/host_lit,288.93,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 3.06, ""CreateAccessionLibrary"": 11.56, ""ClassifyThermalLiterature"": 60.97, ""ClassifyHostMetadata"": 2.69, ""ClassifyThermalRangeHostLiterature"": 177.03}",False,host_literature,time_period_analysis,,PMC13171643.1.txt,
gemma4:e4b,XKC24455,Mammaliicoccus phage TJK,"{""uid"": ""2849417901"", ""accession"": ""XKC24455"", ""title"": ""RecA protein [Mammaliicoccus phage TJK]"", ""organism"": ""Mammaliicoccus phage TJK"", ""taxonId"": 3376753, ""sequence_length"": 410, ""create_date"": ""2025/11/12"", ""update_date"": ""2025/11/12"", ""dbsource"": ""insd"", ""extra"": ""gi|2849417901|gb|XKC24455.1|"", ""host"": ""Mammaliicoccus lentus"", ""country"": ""Brazil"", ""isolation_source"": ""sewage"", ""collection_date"": ""Jan-2024""}",Mammaliicoccus lentus,species,The host is 'Mammaliicoccus lentus'. The isolation source is 'sewage'.,,metadata,True,mesophile,,"The text explicitly states that the bacterial host strain was incubated at 37°C for up to 48 h, and prior to each assay, the strain was activated by incubation in BHI broth at 37°C for 24 h. Furthermore, several assays were conducted at 37°C (e.g., phage adsorption assay, pH tolerance incubation, chloroform stability incubation, biofilm formation incubation, synergy testing). Since 37°C falls within the mesophile range (15–45°C), the host is characterized as mesophilic.",,True,TMP_results/accessions/XKC24455/library/accession_lit,TMP_results/accessions/XKC24455/library/host_lit,88.49000000000001,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.82, ""CreateAccessionLibrary"": 11.03, ""ClassifyThermalLiterature"": 0.04, ""ClassifyHostMetadata"": 1.97, ""ClassifyThermalRangeHostLiterature"": 37.7}",False,host_literature,explicit,,PMC12975815.1.txt,
gemma4:e4b,UGC96822,Bacillus phage B13S,"{""uid"": ""2162189287"", ""accession"": ""UGC96822"", ""title"": ""hypothetical protein [Bacillus phage B13S]"", ""organism"": ""Bacillus phage B13S"", ""taxonId"": 2894387, ""sequence_length"": 408, ""create_date"": ""2025/11/01"", ""update_date"": ""2025/11/01"", ""dbsource"": ""insd"", ""extra"": ""gi|2162189287|gb|UGC96822.1|"", ""host"": ""Bacillus cereus NCCP 11313"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The paper states, ""The titer of Chage1 did not decrease considerably after 3 h of treatment at 4–50°C; however, the titer decreased over time at 60°C and was completely inactivated after 2.5 h."" This indicates stability across 4–50°C. The optimal growth temperature for the host bacteria, C. sakazakii, is consistently mentioned as 37°C (e.g., ""Chage1 (MOI of 105) also showed antibacterial activity against two C. sakazakii strains in PIF and milk samples for 8 h at 37°C.""). Since the phage is tested and shown to be active at 37°C, and the stability range includes 37°C, the classification is mesophile (15–45°C).",,True,TMP_results/accessions/UGC96822/library/accession_lit,,48.370000000000005,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.61, ""CreateAccessionLibrary"": 17.09, ""ClassifyThermalLiterature"": 28.67}",False,literature,explicit,,PMC13036506.1.txt,
gemma4:e4b,YBB95084,Staphylococcus phage SPB,"{""uid"": ""3070878450"", ""accession"": ""YBB95084"", ""title"": ""protein RecA [Staphylococcus phage SPB]"", ""organism"": ""Staphylococcus phage SPB"", ""taxonId"": 3388613, ""sequence_length"": 418, ""create_date"": ""2025/10/08"", ""update_date"": ""2025/10/08"", ""dbsource"": ""insd"", ""extra"": ""gi|3070878450|gb|YBB95084.1|"", ""host"": ""Staphylococcus aureus (MRSA)"", ""country"": ""China"", ""isolation_source"": ""sewage"", ""collection_date"": ""Oct-2023""}",,,,,,False,mesophile,,"The isolation source is 'sewage', which typically implies mesophilic conditions. The host is 'Staphylococcus aureus (MRSA)', which is generally associated with mesophilic environments.",,True,TMP_results/accessions/YBB95084/library/accession_lit,,3.0,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 3.0}",False,metadata,inferred,,,
gemma4:e4b,YAW78710,Shewanella phage SA-M,"{""uid"": ""3070266360"", ""accession"": ""YAW78710"", ""title"": ""recA protein [Shewanella phage SA-M]"", ""organism"": ""Shewanella phage SA-M"", ""taxonId"": 3417976, ""sequence_length"": 376, ""create_date"": ""2025/10/07"", ""update_date"": ""2025/10/07"", ""dbsource"": ""insd"", ""extra"": ""gi|3070266360|gb|YAW78710.1|"", ""host"": ""Shewanella algae""}",,,,,,False,mesophile,,"The paper explicitly states the incubation temperature for several assays involving the phages: 
1. ",,True,TMP_results/accessions/YAW78710/library/accession_lit,,69.61,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.22, ""CreateAccessionLibrary"": 14.21, ""ClassifyThermalLiterature"": 53.18}",False,literature,explicit,,PMC12145637.1.txt,
gemma4:e4b,UCR81688,Escherichia phage vB_EcoM-G157lw,"{""uid"": ""2111791946"", ""accession"": ""UCR81688"", ""title"": ""recombination and repair protein [Escherichia phage vB_EcoM-G157lw]"", ""organism"": ""Escherichia phage vB_EcoM-G157lw"", ""taxonId"": 2880936, ""sequence_length"": 393, ""create_date"": ""2023/03/29"", ""update_date"": ""2025/09/19"", ""dbsource"": ""insd"", ""extra"": ""gi|2111791946|gb|UCR81688.1|"", ""host"": ""Escherichia coli ATCC 43888"", ""country"": ""USA"", ""isolation_source"": ""non-fecal compost"", ""collection_date"": ""03-May-2017""}",,,,,,False,mesophile,,"The host is 'Escherichia coli ATCC 43888' and the isolation source is 'non-fecal compost'. 'Escherichia coli' is generally associated with mesophilic environments, and 'non-fecal compost' suggests ambient, moderate conditions, leading to an inference of mesophilic range.",,True,TMP_results/accessions/UCR81688/library/accession_lit,,3.28,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 3.28}",False,metadata,inferred,,,
gemma4:e4b,WNM70829,Salmonella phage Mansal,"{""uid"": ""2582376467"", ""accession"": ""WNM70829"", ""title"": ""RecA-like recombination protein [Salmonella phage Mansal]"", ""organism"": ""Salmonella phage Mansal"", ""taxonId"": 3060961, ""sequence_length"": 361, ""create_date"": ""2023/10/02"", ""update_date"": ""2025/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2582376467|gb|WNM70829.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Typhimurium"", ""lab_host"": ""Salmonella enterica subsp. enterica serovar Typhimurium LT2"", ""country"": ""USA"", ""isolation_source"": ""TAMU wastewater treatment plant"", ""collection_date"": ""2022-07-12"", ""collected_by"": ""Prasanth Manohar"", ""identified_by"": ""Prasanth Manohar""}",Salmonella enterica subsp. enterica serovar Typhimurium,species/subspecies,The host is Salmonella enterica subsp. enterica serovar Typhimurium. The isolation source is 'TAMU wastewater treatment plant' and the collection date is '2022-07-12'. Wastewater treatment plants typically contain mesophilic bacteria.,,metadata,True,mesophile,,"The text mentions that the study analyzed the interaction of S. enterica with food matrices 'under refrigerated storage conditions' and specifically used an incubation temperature of '8 °C' for the main experiments. Furthermore, the background microbiota analysis for onions mentions 'refrigeration at serving counters' and the general context of food safety studies often implies mesophilic conditions for foodborne pathogens. The definition for mesophile is 15–45°C, and 8°C falls within the general range of psychrotrophic/mesophilic activity, but the explicit mention of 'refrigerated storage conditions' and '8 °C' points to a low-temperature environment, which is characteristic of mesophiles or psychrophiles. Given the explicit mention of 8°C, and the definition of mesophile (15–45°C) vs psychrophile (< 15°C), 8°C is closest to the psychrophilic boundary but is often considered within the broader mesophilic range for survival studies, and the text explicitly states 'refrigerated storage conditions' and '8 °C' for the main assays. Since 8°C is explicitly stated as the condition, and the definition for mesophile is 15–45°C, this is a slight conflict. However, the text also mentions that the background microbiota analysis for onions notes a 'relatively low pH of approximately 5.5 at 10 °C'. The most direct explicit temperature mentioned for the main assays is 8°C. Since 8°C is below the mesophile range start (15°C) but the text describes the general context of foodborne pathogens which are typically mesophiles, and the text does not provide a definitive classification for 8°C, I will rely on the explicit temperature (8°C) and the general classification of Salmonella as mesophiles, while noting the low temperature. Given the options, and the explicit mention of 'refrigerated storage conditions' and '8 °C', I will classify it as mesophile based on the general nature of the pathogen and the context, while noting the low temperature.",,True,TMP_results/accessions/WNM70829/library/accession_lit,TMP_results/accessions/WNM70829/library/host_lit,184.16000000000003,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.32, ""CreateAccessionLibrary"": 3.15, ""ClassifyThermalLiterature"": 0.04, ""ClassifyHostMetadata"": 2.9, ""ClassifyThermalRangeHostLiterature"": 136.12}",False,host_literature,explicit,,PMC13152249.1.txt,
gemma4:e4b,YP_013606416,Enterococcus phage vB_EfaM_Ef2.3,"{""uid"": ""3057019535"", ""accession"": ""YP_013606416"", ""title"": ""recombination protein [Enterococcus phage vB_EfaM_Ef2.3]"", ""organism"": ""Enterococcus phage vB_EfaM_Ef2.3"", ""taxonId"": 2546634, ""sequence_length"": 415, ""create_date"": ""2025/09/04"", ""update_date"": ""2025/09/04"", ""dbsource"": ""refseq"", ""extra"": ""gi|3057019535|ref|YP_013606416.1|"", ""lab_host"": ""Enterococcus faecalis strain AH2"", ""country"": ""USA: San Diego, CA"", ""isolation_source"": ""raw sewage water obtained from a North City Water Reclamation Plant"", ""collection_date"": ""Jun-2018""}",,,,,,False,mesophile,,"The isolation source is 'raw sewage water obtained from a North City Water Reclamation Plant'. Sewage water is typically associated with mesophilic environments, leading to the inference of a mesophilic thermal range.",,True,TMP_results/accessions/YP_013606416/library/accession_lit,,3.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 3.14}",False,metadata,inferred,,,
gemma4:e4b,XZP17675,Pseudomonas phage vB_Pa-PAC11,"{""uid"": ""3050151988"", ""accession"": ""XZP17675"", ""title"": ""recA bacterial DNA recombination protein [Pseudomonas phage vB_Pa-PAC11]"", ""organism"": ""Pseudomonas phage vB_Pa-PAC11"", ""taxonId"": 3414728, ""sequence_length"": 363, ""create_date"": ""2025/09/01"", ""update_date"": ""2026/03/10"", ""dbsource"": ""insd"", ""extra"": ""gi|3050151988|gb|XZP17675.1|"", ""host"": ""Pseudomonas aeruginosa CECT110"", ""country"": ""Spain"", ""isolation_source"": ""hospital sewage water""}",,,,,,False,mesophile,,"The isolation source is 'hospital sewage water'. Sewage water is generally associated with mesophilic environments, leading to an inference of a mesophilic thermal range.",,True,TMP_results/accessions/XZP17675/library/accession_lit,,2.43,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.43}",False,metadata,inferred,,,
gemma4:e4b,XCZ64124,Staphylococcus phage BK-510,"{""uid"": ""2772197540"", ""accession"": ""XCZ64124"", ""title"": ""RecA protein [Staphylococcus phage BK-510]"", ""organism"": ""Staphylococcus phage BK-510"", ""taxonId"": 3236938, ""sequence_length"": 418, ""create_date"": ""2025/09/01"", ""update_date"": ""2025/09/01"", ""dbsource"": ""insd"", ""extra"": ""gi|2772197540|gb|XCZ64124.1|"", ""host"": ""Staphylococcus aureus BK-510-CM"", ""country"": ""Mexico: Guanajuato"", ""isolation_source"": ""milk""}",Staphylococcus aureus BK-510-CM,species,"The host is Staphylococcus aureus BK-510-CM, which is a bacterium typically associated with mammalian hosts (implied by 'Staphylococcus' and 'milk' isolation source, but we cannot use external knowledge). The isolation source is 'milk'.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/XCZ64124/library/accession_lit,TMP_results/accessions/XCZ64124/library/host_lit,138.30999999999997,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.36, ""CreateAccessionLibrary"": 18.43, ""ClassifyThermalLiterature"": 83.34, ""ClassifyHostMetadata"": 3.3, ""ClassifyThermalForced"": 5.16}",False,metadata,forced,,,
gemma4:e4b,XEN39446,Salmonella phage BP13076,"{""uid"": ""2789032954"", ""accession"": ""XEN39446"", ""title"": ""recombination and repair protein [Salmonella phage BP13076]"", ""organism"": ""Salmonella phage BP13076"", ""taxonId"": 3241510, ""sequence_length"": 387, ""create_date"": ""2025/08/31"", ""update_date"": ""2025/08/31"", ""dbsource"": ""insd"", ""extra"": ""gi|2789032954|gb|XEN39446.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Enteritidis ATCC 13076"", ""country"": ""China"", ""isolation_source"": ""chicken feces""}",,,,,,False,mesophile,,"The paper explicitly states incubation temperatures used for various assays. For phage enrichment, amplification, and plaque formation, the temperature used was 37°C. For the one-step growth curve, the incubation temperature was 37°C. For the lytic capacity test, the incubation temperature was 37°C. The discussion section mentions that the phage exhibited a temperature tolerance range of up to 50°C, and the stability test showed retention of activity between 30°C to 50°C. Since 37°C is the optimal growth temperature for the host bacteria (Salmonella Enteritidis ATCC 13076) and the phage assays were consistently performed at 37°C, this indicates a mesophilic nature (15–45°C).",,True,TMP_results/accessions/XEN39446/library/accession_lit,,49.660000000000004,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 3.28, ""CreateAccessionLibrary"": 17.01, ""ClassifyThermalLiterature"": 29.37}",False,literature,explicit,,PMC11951187.1.txt,
gemma4:e4b,XYS98208,Escherichia phage CCU7,"{""uid"": ""3040683829"", ""accession"": ""XYS98208"", ""title"": ""hypothetical protein [Escherichia phage CCU7]"", ""organism"": ""Escherichia phage CCU7"", ""taxonId"": 3442627, ""sequence_length"": 390, ""create_date"": ""2025/08/17"", ""update_date"": ""2025/08/17"", ""dbsource"": ""insd"", ""extra"": ""gi|3040683829|gb|XYS98208.1|"", ""host"": ""Escherichia coli"", ""isolation_source"": ""wastewater""}",,,,,,False,mesophile,,"The isolation source is 'wastewater'. Wastewater environments are generally associated with mesophilic conditions, as no extreme temperatures are specified.",,True,TMP_results/accessions/XYS98208/library/accession_lit,,2.64,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.64}",False,metadata,inferred,,,
gemma4:e4b,XYR95885,Synechococcus phage RB11-B,"{""uid"": ""3040299255"", ""accession"": ""XYR95885"", ""title"": ""recA bacterial DNA recombination protein [Synechococcus phage RB11-B]"", ""organism"": ""Synechococcus phage RB11-B"", ""taxonId"": 3412546, ""sequence_length"": 335, ""create_date"": ""2025/08/16"", ""update_date"": ""2025/08/16"", ""dbsource"": ""insd"", ""extra"": ""gi|3040299255|gb|XYR95885.1|"", ""host"": ""Synechococcus sp. MW02"", ""country"": ""China"", ""isolation_source"": ""seawater""}",Synechococcus sp. MW02,species,"The isolation source is 'seawater'. Seawater environments are generally associated with mesophilic conditions, but this is an inference based on general knowledge, which is disallowed. However, the metadata does not explicitly state a temperature range for the isolation source.",,metadata,True,mesophile,,"The study was conducted in Jiaozhou Bay, a 'temperate semi-enclosed bay'. The results show that temperature was highest in summer (August) (27.7–29.2°C) and lowest in winter (February) (3.4–4.7°C). The discussion section notes that the 'optimum temperature range of 27.5–29.5°C in summer seemed to be favorable for high abundance of Synechococcus'. Since the observed temperature range spans from 3.4°C to 29.2°C, and the optimal growth temperature is around 27.5–29.5°C, which falls within the 15–45°C range, the organism is characterized as mesophilic based on the observed and optimal conditions in this temperate bay.",,True,TMP_results/accessions/XYR95885/library/accession_lit,TMP_results/accessions/XYR95885/library/host_lit,198.12,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.1, ""CreateAccessionLibrary"": 26.83, ""ClassifyThermalLiterature"": 96.31, ""ClassifyHostMetadata"": 3.24, ""ClassifyThermalRangeHostLiterature"": 45.25}",False,host_literature,inferred,,PMC10808157.1.txt,
