accession,full_sequence_hmm_results,PF00154_custom_hmm_results,PF00154_hmm_results,PF21134_custom_hmm_results,PF21134_hmm_results
A5PJ11,0,0,0,0,0
A0A482MHP8,0,0,0,0,0
A0A650ES42,0,0,0,0,0
A0A650EU98,0,0,0,0,0
A0A6J5L0I0,0,0,0,0,0
A0AAE7V3W2,0,0,0,0,0
A0AAE9CEG0,0,0,0,0,0
A0A191KBG4,0,0,0,0,0
A0A286QNQ6,0,0,0,0,0
A0A2H4JCY8,0,0,0,0,0
A0A482MHF7,0,0,0,0,0
A0A650EV88,0,0,0,0,0
A0A650EVR0,0,0,0,0,0
A0A6J5NU06,0,0,0,0,0
A0A7T0LWE3,0,0,0,0,0
A0A8S5LQ51,0,0,0,0,0
A0A8S5NAN7,0,0,0,0,0
A0AB39AJR7,0,0,0,0,0
A0ABY0JYF1,0,0,0,0,0
A0A0K0MWX8,0,0,0,0,0
A0A191KBQ6,0,0,0,0,0
A0A286QMK1,0,0,0,0,0
A0A286QN85,0,0,0,0,0
A0A481S1Z2,0,0,0,0,0
A0A482MIK8,0,0,0,0,0
A0A650ER08,0,0,0,0,0
A0A650ESM2,0,0,0,0,0
A0A650EUC4,0,0,0,0,0
A0A6B9LRN4,0,0,0,0,0
A0A7T3NAU4,0,0,0,0,0
A0A873WW44,0,0,0,0,0
A0A8S5U988,0,0,0,0,0
A0AAE9CBN9,0,0,0,0,0
K7R963,0,0,0,0,0
A0A8S5L8K0,0,0,0,0,0
A0A0A7HAW8,0,0,0,0,0
A0A0B5JEI3,0,0,0,0,0
A0A142K6D0,0,0,0,0,0
A0A191KBN2,0,0,0,0,0
A0A286QMX3,0,0,0,0,0
A0A286QQK1,0,0,0,0,0
A0A286QR51,0,0,0,0,0
A0A2Z4Q2V7,0,0,0,0,0
A0A386KAY4,0,0,0,0,0
A0A3G8F7V4,0,0,0,0,0
A0A5P8PHZ5,0,0,0,0,0
A0A650ERH3,0,0,0,0,0
A0A6J5NW84,0,0,0,0,0
A0A6J7WJ21,0,0,0,0,0
A0A7G9W3H3,0,0,0,0,0
A0A8S5TTD4,0,0,0,0,0
A0AAU6MXC0,0,0,1,0,0
A0A481ZCW2,0,0,0,0,0
A0A481Z430,0,0,0,0,0
A0A481Z8I8,0,0,0,0,0
A0A481Z900,0,0,0,0,0
A0A481ZEA6,0,0,0,0,0
A0A481ZGR7,0,0,0,0,0
A0A481Z7D0,0,0,0,0,0
A0A1L7DQX5,1,1,1,1,1
A0A6G8QXM5,1,1,1,1,1
A0A6G9LSR8,1,1,1,1,1
A0A7H0XCP9,1,1,1,1,1
A0AB39C9X7,1,1,1,1,1
A0A830RA30,0,0,0,0,0
A0A193H1W7,1,1,1,1,1
A0A193H2W7,1,1,1,1,1
A0A2S1GR82,1,1,1,1,1
A0A7T8EQQ8,1,1,1,1,1
A0A193H035,1,1,1,1,1
A0A7D5FPY3,1,1,1,1,1
A0AB39CAZ1,1,1,1,1,1
A0A6B9XM27,0,0,0,0,0
A0A8E4ZI46,0,0,0,0,0
H6WBN7,0,0,0,0,0
Q5GF28,0,0,0,0,0
I7K2V8,1,1,1,1,1
A0A1S5Y2Y8,0,0,0,0,0
A0A3G4ZUY6,0,0,0,0,0
A0ZYP4,0,0,0,0,0
A0A219YBT3,1,1,1,1,1
A0A4Y1NT77,0,0,0,0,0
A0A830ZWA1,0,0,0,0,0
A0A6G6AC97,0,0,0,0,0
A0A6N1P278,0,0,0,0,0
A0A0F7L8E6,0,0,0,0,0
A0A2H4UUV3,0,0,0,0,0
A0A6N1NER8,0,0,0,0,0
A0AAT9JH98,0,0,0,0,0
A0A2P0VN12,0,0,0,0,0
A0A2Z4Q792,0,0,0,0,0
A0A2P1JU08,0,0,0,0,0
A0A6J5MMX6,0,0,0,0,0
A0A2Z4Q4R4,0,0,0,0,0
A0A385AH54,0,0,0,0,0
A0A384ZUJ9,0,0,0,0,0
A0A7G8LI52,0,0,0,0,0
I3WWM5,0,0,0,0,0
A0AB74UL27,0,0,0,0,0
A0AB74UML7,0,0,0,0,0
A0A6J5LY90,0,0,0,0,0
A0A2D3FAG9,0,0,0,0,0
A0A5K0U7V9,0,0,0,0,0
A0ABZ0ZZ43,0,0,0,0,0
A0A385AHH7,0,0,0,0,0
A0AAE9GXL0,0,0,0,0,0
A0A6J5NNL5,0,0,0,0,0
A0A1U9AJ79,0,0,0,0,0
A0A1U9AJF5,0,0,0,0,0
A0AB39C5K1,0,0,0,0,0
A0A916P7H4,0,0,0,0,0
A0A5J6VMZ6,0,0,0,0,0
A0AAE8YWN8,0,0,0,0,0
A0A5J6VLH3,0,0,0,0,0
A0AAU7YPV2,0,0,0,0,0
A0A0N9Q9D4,0,0,0,0,0
A0A481V6V5,0,0,0,0,0
A0A8E7FQ60,0,0,0,0,0
M1PBG7,0,0,0,0,0
Q7Y2M8,0,0,0,0,0
S0A2A9,0,0,0,0,0
A0A3G5A140,0,0,0,0,0
A0A7S6NXV3,0,0,0,0,0
Q776I5,0,0,0,0,0
A0A2H4J3K1,0,0,0,0,0
A0A3G4ZT81,0,0,0,0,0
A0AAE7RYB9,0,0,0,0,0
A0A7S6NZ48,0,0,0,0,0
A0AAE7RWA9,0,0,0,0,0
A0A0N7C9X1,0,0,0,0,0
A0A0N7CAC1,0,0,0,0,0
A0A0U2DB19,0,0,0,0,0
A0A192YCA9,0,0,0,0,0
Q06EP9,0,0,0,0,0
W6B2H6,0,0,0,0,0
A0A0N7CEG8,0,0,0,0,0
A0A0U4IQU2,0,0,0,0,0
A0A1B2RVS6,0,0,0,0,0
A0A2U8QQE4,0,0,0,0,0
A0A514U5H5,0,0,0,0,0
A0A5Q2F8A9,0,0,0,0,0
A0AAV1MJ94,0,0,0,0,0
U5Q025,0,0,0,0,0
A0A0B4SJL1,0,0,0,0,0
A0A240FHW0,0,0,0,0,0
A0A286MNH0,0,0,0,0,0
A0A2Z5H2S2,0,0,0,0,0
A0A345AUV0,0,0,0,0,0
A0A346FJI2,0,0,0,0,0
A0A3G3BW32,0,0,0,0,0
A0A4Y5TWS8,0,0,0,0,0
A0A6B9SZ05,0,0,0,0,0
A0A836UZZ6,0,0,0,0,0
A0AC62ABJ5,0,0,0,0,0
R9TEJ7,0,0,0,0,0
S4US85,0,0,0,0,0
A0A0N7CA06,0,0,0,0,0
A0A0N7CGU3,0,0,0,0,0
A0A2I6PFR4,0,0,0,0,0
A0A2K9VFA0,0,0,0,0,0
A0A2K9VG67,0,0,0,0,0
A0A4D6T3L8,0,0,0,0,0
A0A5Q2FAR7,0,0,0,0,0
A0A6B9XEX6,0,0,0,0,0
A0A6J5NNP3,0,0,0,0,0
A0A8S5TKV8,0,0,0,0,0
A0A0G2SSG5,0,0,0,0,0
A0A0N7CFW9,0,0,0,0,0
A0A0N7CGZ0,0,0,0,0,0
A0A2K9V5N0,0,0,0,0,0
A0A2R3ZX06,0,0,0,0,0
A0A6B9WQQ1,0,0,0,0,0
A0A830ZM75,0,0,0,0,0
A0A8S5UX36,0,0,0,0,0
A0AC62A888,0,0,0,0,0
W6AQL6,0,0,0,0,0
A0A0G2Y0H5,0,0,0,0,0
A0A3G1ZKR9,0,0,0,0,0
A0JC18,0,0,0,0,0
A0A077KA09,0,0,0,0,0
B5UAS5,0,0,0,0,0
Q857I8,0,0,0,0,0
A0A5K0U839,0,0,0,0,0
A0AAU8GFJ5,0,0,0,0,0
A0A6J5QWP1,0,0,0,0,0
A0A6J5KYM9,0,0,0,0,0
A0A6J5LY19,0,0,0,0,0
A0A2H4J165,0,0,0,0,0
A0AA95J221,0,0,0,0,0
S0A007,0,0,0,0,0
A0A2C9CYI8,1,1,1,1,1
A0A2C9CYW0,1,1,1,1,1
A0AAU8L1H9,1,1,1,0,0
A0A8F8KLX3,0,0,0,0,0
A0A3G4ZPX5,0,0,0,0,0
A0A3G5AAL3,0,0,0,0,0
A0A8E4UXJ9,0,0,0,0,0
A0A3G4ZP60,0,0,0,0,0
A0A2P1ELV0,0,0,0,0,0
A0A6H1QW28,0,0,0,0,0
A0A1V0SBZ9,0,0,0,0,0
L7RCI9,0,0,0,0,0
A0A3G5A616,0,0,0,0,0
A0A1C9C504,0,0,0,0,0
A0A481YZ95,0,0,0,0,0
A0A481Z1W8,0,0,0,0,0
Q84486,0,0,0,0,0
A0A2U7UG16,0,0,0,0,0
A0A6J7VQF0,0,0,0,0,0
A0A7G5B8Y6,0,0,0,0,0
A0A7S9XFX8,0,0,0,0,0
A0A6J5KYQ0,0,0,0,0,0
A0A6J7WYX2,0,0,0,0,0
A0A7G5B9U1,0,0,0,0,0
A0A7G5B9Z2,0,0,0,0,0
A0A7G5BAF9,0,0,0,0,0
A0A7G5BAQ9,0,0,0,0,0
A0A7M1IE19,0,0,0,0,0
A0A6J5LAX3,0,0,0,0,0
A0A6J7WK83,0,0,0,0,0
A0A6J5QT74,0,0,0,0,0
A0A7G5B8M4,0,0,0,0,0
A0A7G5BA81,0,0,0,0,0
A0A7G5BAL9,0,0,0,0,0
A0A076G4C7,0,0,0,0,0
A0A6J5PTA2,0,0,0,0,0
A0A7S8MRS4,0,0,0,0,0
A0A173G9J1,0,0,0,0,0
A0A173G9D7,0,0,0,0,0
A0A7G5B849,0,0,0,0,0
A0A7S9STQ4,0,0,0,0,0
A0A0K0MWR7,0,0,0,0,0
A0A1W6JTI4,0,0,0,0,0
A0A2U8UM29,0,0,0,0,0
A0A348JCP5,0,0,0,0,0
A0A3T0IP03,0,0,0,0,0
A0A482N178,0,0,0,0,0
A0A6H0X614,0,0,0,0,0
A0A8S5P7D9,0,0,0,0,0
A0A8S5TRZ5,0,0,0,0,0
A0ABY5TT34,0,0,0,0,0
E5DI81,0,0,0,0,0
A0A0F7L4Y1,0,0,0,0,0
A0A162EBZ7,0,0,0,0,0
A0A385UJD2,0,0,0,0,0
A0A5B9NNS4,0,0,0,0,0
A0AAE7SW74,0,0,0,0,0
A0AC61TRQ0,0,0,0,0,0
A0A6H0X5S3,0,0,0,0,0
A0A159B726,0,0,0,0,0
A0A2I7SCF4,0,0,0,0,0
A0A6J5TDN2,0,0,0,0,0
A0A7U3NKM4,0,0,0,0,0
C3V268,0,0,0,0,0
A0A2U8UJD8,0,0,0,0,0
A0A7L8ZIG8,0,0,0,0,0
A0A8S5SLX3,0,0,0,0,0
A0ACA9AS93,0,0,0,0,0
C3V1E0,0,0,0,0,0
E5E494,0,0,0,0,0
M1PGW6,0,0,0,0,0
Q070K0,0,0,0,0,0
A0A2Z5WKP2,0,0,0,0,0
A0A8F3EBK7,0,0,0,0,0
B2YG59,0,0,0,0,0
P89925,0,0,0,0,0
A0A2Z4QEC2,0,0,0,0,0
A0A5B9MXZ2,0,0,0,0,0
A0A7S9XBM3,0,0,0,0,0
A0A2I2L6F4,0,0,0,0,0
A0A386KL77,0,0,0,0,0
A0ABM7NRC4,0,0,0,0,0
A0A1V0SDR6,0,0,0,0,0
A0A5B8IJD0,0,0,0,0,0
A0AAE9CBJ5,0,0,0,0,0
A0A2H4J882,0,0,0,0,0
A0A2H4JA52,0,0,0,0,0
A0A1V0SJE7,0,0,0,0,0
A0A1V0SGM6,0,0,0,0,0
A0A5B9NHN4,0,0,0,0,0
A0A1B0V7J3,0,0,0,0,0
A0A7M3UP24,0,0,0,0,0
A0AAU8GCC3,0,0,0,0,0
G9E629,0,0,0,0,0
A0AAE8BZV9,0,0,1,0,0
A0A2H4IYV5,0,0,0,0,0
A0A3G5A0B6,0,0,0,0,0
A0A6J5QWK0,0,0,0,0,0
H2EFS2,0,0,0,0,0
A0A6J5N520,0,0,0,0,0
L7XX41,0,0,0,0,0
A0A6J5Q453,0,0,0,0,0
A0A7D3UST8,0,0,0,0,0
A0A7M4CEP7,0,0,0,0,0
A0A6J7XJI3,0,0,0,0,0
A0A6J5SI07,0,0,0,0,0
A0A9E9A643,0,0,0,0,0
A0AA46TDF8,0,0,0,0,0
A0A386KQZ5,0,0,0,0,0
A0A345AVZ0,0,0,0,0,0
A0AAE7V3C6,0,0,0,0,0
A0A286QHW5,0,0,0,0,0
A0A345AVG0,0,0,0,0,0
A0A346FJL2,0,0,0,0,0
A0A7S8MRR7,0,0,0,0,0
A0AAE7RWH8,0,0,0,0,0
A0AAE7RX83,0,0,0,0,0
A0AAE7V375,0,0,0,0,0
A0AAU8GLN9,0,0,0,0,0
A0A286QHX4,0,0,0,0,0
A0A8E5EBM8,0,0,0,0,0
Q98517,0,0,0,0,0
A0A0U4JKT0,0,0,0,0,0
A0A7G5B844,0,0,0,0,0
A0AAE7RVH8,0,0,0,0,0
A0A345AVQ0,0,0,0,0,0
H2EFS1,0,0,0,0,0
A0A4D6EGH5,0,0,0,0,0
H2EF00,0,0,0,0,0
A0AB39U217,0,0,0,0,0
A0A6B9WLU9,0,0,0,0,0
A0A6B9X8U2,0,0,0,0,0
A0A6B9WMD9,0,0,0,0,0
A0A6B9WXN7,0,0,0,0,0
A0A6B9X7X8,0,0,0,0,0
H2EF01,0,0,0,0,0
A0A6B9WPF7,0,0,0,0,0
A0A6B9XAV5,0,0,0,0,0
A0A7L8ZG21,0,0,0,0,0
A0A1D8EQE1,0,0,0,0,0
K7QL48,0,0,0,0,0
A0A2H4UUJ6,0,0,0,0,0
A0AA96KSM7,0,0,0,0,0
A0AA49GZG7,0,0,0,0,0
A0A7M3UPD8,0,0,0,0,0
A0A6J5Q3U2,0,0,0,0,0
A0A1C9C588,0,0,0,0,0
M1HH86,0,0,0,0,0
M1HVK7,0,0,0,0,0
A0A2H4J6E1,0,0,0,0,0
A0AAU7J8U8,0,0,0,0,0
A0AAE7V4B1,0,0,0,0,0
A0AAE7V3X1,0,0,0,0,0
A0A2R4ALZ3,0,0,0,0,0
A0A6J5RUS0,0,0,0,0,0
M1H544,0,0,0,0,0
A0A2H4J078,0,0,0,0,0
A0A1C9C585,0,0,0,0,0
A0A0C4UQR3,0,0,0,0,0
A0AAU8EJW3,0,0,0,0,0
A0A3T0II11,0,0,0,0,0
A0A6J5RNG8,0,0,0,0,0
A0A8S5R1N0,0,0,0,0,0
A0A160DGW2,0,0,0,0,0
A0A166YFS0,0,0,0,0,0
A0A6B9SRR6,0,0,0,0,0
A0A6J5M025,0,0,0,0,0
A0A6J5NKH1,0,0,0,0,0
A0A6J5QRP2,0,0,0,0,0
A0A8S5LRF6,0,0,0,0,0
A0A8S5MLD2,0,0,0,0,0
A0A8S5NIY3,0,0,0,0,0
A0A8S5P463,0,0,0,0,0
A0A8S5P606,0,0,0,0,0
A0A8S5PZF8,0,0,0,0,0
A0A8S5QQJ1,0,0,0,0,0
A0A8S5RRY7,0,0,0,0,0
A0A8S5RXF4,0,0,0,0,0
A0A8S5S5X9,0,0,0,0,0
A0A8S5SEJ1,0,0,0,0,0
A0A8S5TFS3,0,0,0,0,0
A0A8S5TLB0,0,0,0,0,0
A0A8S5TMM8,0,0,0,0,0
A0A8S5TRX7,0,0,0,0,0
A0A8S5TSA8,0,0,0,0,0
A0A8S5UDU0,0,0,0,0,0
A0A8S5VFI3,0,0,0,0,0
A0AAX4B1Z4,0,0,0,0,0
A0A1S5SCM1,0,0,0,0,0
A0A1S5SD13,0,0,0,0,0
A0A8D9UGU2,0,0,0,0,0
A0A8S5NCX2,0,0,0,0,0
A0A8S5NQ03,0,0,0,0,0
A0A8S5PG33,0,0,0,0,0
A0A8S5PMB0,0,0,0,0,0
A0A8S5Q7W0,0,0,0,0,0
A0A8S5R507,0,0,0,0,0
A0A8S5S473,0,0,0,0,0
A0A8S5SIY9,0,0,0,0,0
A0A8S5SZC5,0,0,0,0,0
A0A8S5T153,0,0,0,0,0
A0A8S5T283,0,0,0,0,0
A0A8S5TFW4,0,0,0,0,0
A0A8S5TW86,0,0,0,0,0
A0A8S5U0F9,0,0,0,0,0
A0A8S5V806,0,0,0,0,0
A0A8S5VAE9,0,0,0,0,0
A0A8S5VLB4,0,0,0,0,0
A0A1S5S9I3,0,0,0,0,0
A0A1S5SDZ6,0,0,0,0,0
A0A6J5KN34,0,0,0,0,0
A0A8S5MSS1,0,0,0,0,0
A0A8S5MTE7,0,0,0,0,0
A0A8S5MUW8,0,0,0,0,0
A0A8S5N0R2,0,0,0,0,0
A0A8S5PCG6,0,0,0,0,0
A0A8S5PXI2,0,0,0,0,0
A0A8S5RWG5,0,0,0,0,0
A0A8S5S248,0,0,0,0,0
A0A8S5S436,0,0,0,0,0
A0A8S5SLC6,0,0,0,0,0
A0A8S5T2D8,0,0,0,0,0
A0A8S5UDE7,0,0,0,0,0
A0A8S5VK84,0,0,0,0,0
A0AAU8B734,0,0,0,0,0
A0A160DHK1,0,0,0,0,0
A0A1S5S8M0,0,0,0,0,0
A0A1S5SAZ8,0,0,0,0,0
A0A1S5SCF9,0,0,0,0,0
A0A6J5KQT3,0,0,0,0,0
A0A6J5KV48,0,0,0,0,0
A0A6J5LRT0,0,0,0,0,0
A0A8S5NPL6,0,0,0,0,0
A0A8S5PFX6,0,0,0,0,0
A0A8S5QD89,0,0,0,0,0
A0A8S5RV74,0,0,0,0,0
A0A8S5S7I1,0,0,0,0,0
A0A8S5T4E6,0,0,0,0,0
A0A8S5T5D1,0,0,0,0,0
A0A8S5TQG9,0,0,0,0,0
A0A8S5UJ14,0,0,0,0,0
A0A8S5VKM3,0,0,0,0,0
A0A0K0NL26,0,0,0,0,0
A0A2S1GN36,0,0,0,0,0
A0A514DIF7,0,0,0,0,0
A0A6J5L7P3,0,0,0,0,0
A0A8S5LHM2,0,0,0,0,0
A0A8S5LN14,0,0,0,0,0
A0A8S5LYB1,0,0,0,0,0
A0A8S5MRQ7,0,0,0,0,0
A0A8S5N6J0,0,0,0,0,0
A0A8S5SIW6,0,0,0,0,0
A0A8S5T7Q8,0,0,0,0,0
A0A8S5TBS1,0,0,0,0,0
A0A8S5TNG1,0,0,0,0,0
A0A8S5TTD9,0,0,0,0,0
A0A8S5U094,0,0,0,0,0
A0A8S5U1M9,0,0,0,0,0
A0A8S5V4N6,0,0,0,0,0
A0A8S5V8E4,0,0,0,0,0
A0A6J7XWH7,0,0,0,0,0
A0A068EP13,0,0,0,0,0
A0A0A0YX30,0,0,0,0,0
A0A0S2MVF5,0,0,0,0,0
A0A160DCT0,0,0,0,0,0
A0A1B3AZY4,0,0,0,0,0
A0A1C9EHQ9,0,0,0,0,0
A0A3G2KEE8,0,0,0,0,0
A0A3S9UNF9,0,0,0,0,0
A0A6J5KHQ1,0,0,0,0,0
A0A7L7SQ05,0,0,0,0,0
A0A8E5EA25,0,0,0,0,0
A0A8S5M2Y8,0,0,0,0,0
A0A8S5MBM5,0,0,0,0,0
A0A8S5MJ47,0,0,0,0,0
A0A8S5N2E6,0,0,0,0,0
A0A8S5PL03,0,0,0,0,0
A0A8S5PM00,0,0,0,0,0
A0A8S5R3S7,0,0,0,0,0
A0AAE7K6A0,0,0,0,0,0
B5A715,0,0,0,0,0
S0A3I4,0,0,0,0,0
A0A0A8KXI4,0,0,0,0,0
A0A0A8KXK4,0,0,0,0,0
A0A0K2CN82,0,0,0,0,0
A0A0M3LS41,0,0,0,0,0
A0A0M3LSL9,0,0,0,0,0
A0A0U4IA68,0,0,0,0,0
A0A1S5S9J0,0,0,0,0,0
A0A2H4J8E5,0,0,0,0,0
A0A3G2KIP6,0,0,0,0,0
A0A3G3M3K8,0,0,0,0,0
A0A5P8DBN8,0,0,0,0,0
A0A5P8DEM3,0,0,0,0,0
A0A5Q2F1X4,0,0,0,0,0
A0A6J5LWU4,0,0,0,0,0
A0A6S4PE09,0,0,0,0,0
A0A7L7SM72,0,0,0,0,0
A0A8E4ZL58,0,0,0,0,0
A0A8S5LG26,0,0,0,0,0
A0A8S5LS26,0,0,0,0,0
A0A8S5LW59,0,0,0,0,0
A0A8S5MFY9,0,0,0,0,0
A0A8S5MZH7,0,0,0,0,0
A0A8S5NCU3,0,0,0,0,0
A0A8S5NKT1,0,0,0,0,0
A0A8S5PGQ7,0,0,0,0,0
A0A8S5SFC0,0,0,0,0,0
A0A8S5T2Q6,0,0,0,0,0
A0A8S5U6R6,0,0,0,0,0
A0A8S5UND0,0,0,0,0,0
A0A8S5URQ3,0,0,0,0,0
A0A8S5UUI2,0,0,0,0,0
A0A8S5VFT9,0,0,0,0,0
A0A8S5VP30,0,0,0,0,0
A0A9E7V2J4,0,0,0,0,0
G1JX48,0,0,0,0,0
I3WTY9,0,0,0,0,0
A0A0A1I5U0,0,0,0,0,0
A0A0A7AQ76,0,0,0,0,0
A0A0A8KWT9,0,0,0,0,0
A0A0M3LQU1,0,0,0,0,0
A0A0S2GLC8,0,0,0,0,0
A0A1B1P8H0,0,0,0,0,0
A0A1S5S8Y2,0,0,0,0,0
A0A1S5SFX6,0,0,0,0,0
A0A1S6L1B6,0,0,0,0,0
A0A222ZKS6,0,0,0,0,0
A0A2H4PAQ2,0,0,0,0,0
A0A2K9V3H5,0,0,0,0,0
A0A4P8MVH8,0,0,0,0,0
A0A6J5KQY6,0,0,0,0,0
A0A6S4PDS7,0,0,0,0,0
A0A8S5LLA0,0,0,0,0,0
A0A8S5PSE7,0,0,0,0,0
A0A8S5PWS1,0,0,0,0,0
A0A8S5R3U6,0,0,0,0,0
A0A8S5SE07,0,0,0,0,0
A0A8S5SKT6,0,0,0,0,0
A0A8S5TIV0,0,0,0,0,0
A0A8S5UDA1,0,0,0,0,0
A0A9E7L9X9,0,0,0,0,0
A0AB39C767,0,0,0,0,0
A7XXG4,0,0,0,0,0
I7I4C3,0,0,0,0,0
Q19US1,0,0,0,0,0
A0A0E3T6D9,0,0,0,0,0
A0A0K1Y646,0,0,0,0,0
A0A0K2CP59,0,0,0,0,0
A0A0M3LRG1,0,0,0,0,0
A0A1B1P7U3,0,0,0,0,0
A0A1S5S862,0,0,0,0,0
A0A1S5SAV6,0,0,0,0,0
A0A2I6UF89,0,0,0,0,0
A0A3G2K9Y4,0,0,0,0,0
A0A3G2KEQ5,0,0,0,0,0
A0A3G2KGL0,0,0,0,0,0
A0A3G3M6E5,0,0,0,0,0
A0A4Y6EJ14,0,0,0,0,0
A0A5C2IFU0,0,0,0,0,0
A0A5Q2WE39,0,0,0,0,0
A0A6S4P7S1,0,0,0,0,0
A0A8S5LST3,0,0,0,0,0
A0A8S5MKT4,0,0,0,0,0
A0A8S5N2V6,0,0,0,0,0
A0A8S5NS67,0,0,0,0,0
A0A8S5NTG3,0,0,0,0,0
A0A8S5Q1E1,0,0,0,0,0
A0A8S5Q6I8,0,0,0,0,0
A0A8S5R2G9,0,0,0,0,0
A0A8S5U348,0,0,0,0,0
A0A8S5U903,0,0,0,0,0
A0A8S5U9B1,0,0,0,0,0
A0A8S5VD59,0,0,0,0,0
A0A8S5VQ61,0,0,0,0,0
Q19UT7,0,0,0,0,0
R9QCN7,0,0,0,0,0
U5Q0B8,0,0,0,0,0
U5Q1D8,0,0,0,0,0
A0A0E3M2X0,0,0,0,0,0
A0A142F1N9,0,0,0,0,0
A0A1B1P793,0,0,0,0,0
A0A1D8EV03,0,0,0,0,0
A0A2H4JE37,0,0,0,0,0
A0A2K9VH72,0,0,0,0,0
A0A3G3M4B2,0,0,0,0,0
A0A3S9UAI3,0,0,0,0,0
A0A6J5LSV7,0,0,0,0,0
A0A6J5QBU4,0,0,0,0,0
A0A8S5LDE7,0,0,0,0,0
A0A8S5MIL4,0,0,0,0,0
A0A8S5N3Y1,0,0,0,0,0
A0A8S5NW76,0,0,0,0,0
A0A8S5QX01,0,0,0,0,0
A0A8S5RSK4,0,0,0,0,0
A0A8S5SD71,0,0,0,0,0
A0A8S5SEY9,0,0,0,0,0
A0A8S5SI42,0,0,0,0,0
A0A8S5TD33,0,0,0,0,0
A0A8S5TNZ8,0,0,0,0,0
A0A8S5TUN4,0,0,0,0,0
A0A8S5VCQ4,0,0,0,0,0
I7IDI7,0,0,0,0,0
A0A023W6X0,0,0,0,0,0
A0A0D3MTD6,0,0,0,0,0
A0A0M4RBT1,0,0,0,0,0
A0A1B1P7C7,0,0,0,0,0
A0A1I9KK44,0,0,0,0,0
A0A1L7DRH6,0,0,0,0,0
A0A1S5VXR9,0,0,0,0,0
A0A1W6JMY2,0,0,0,0,0
A0A1W6JNF5,0,0,0,0,0
A0A1X9SI38,0,0,0,0,0
A0A2H4PB99,0,0,0,0,0
A0A3G2KI70,0,0,0,0,0
A0A649VKW6,0,0,0,0,0
A0A6G9LMQ5,0,0,0,0,0
A0A6J7W846,0,0,0,0,0
A0A7G5B8A7,0,0,0,0,0
A0A7G8LLG6,0,0,0,0,0
A0A7L7SMX3,0,0,0,0,0
A0A7L8ZKA8,0,0,0,0,0
A0A7S6RB78,0,0,0,0,0
A0A8S5NM00,0,0,0,0,0
A0A8S5Q0R9,0,0,0,0,0
A0A8S5V073,0,0,0,0,0
A0AAE8YPY1,0,0,0,0,0
A0AAE9K6M5,0,0,0,0,0
R4ICC6,0,0,0,0,0
A0A0A7AR08,0,0,0,0,0
A0A0H4TLY6,0,0,0,0,0
A0A1W6JJ78,0,0,0,0,0
A0A1W6JKN5,0,0,0,0,0
A0A1W6JLC4,0,0,0,0,0
A0A2H4JAA2,0,0,0,0,0
A0A385UEW3,0,0,0,0,0
A0A649V3Q1,0,0,0,0,0
A0A6H0X6F1,0,0,0,0,0
A0A6M3TAG6,0,0,0,0,0
A0A7D4XPE3,0,0,0,0,0
A0A7S6C6J3,0,0,0,0,0
A0A8F3E8N7,0,0,0,0,0
A0A8S5MJ20,0,0,0,0,0
A0A8S5N5P0,0,0,0,0,0
A0A8S5PGU9,0,0,0,0,0
A0A8S5TQ08,0,0,0,0,0
A0A8S5TZV4,0,0,0,0,0
A0A9E7E5Y9,0,0,0,0,0
A0AAE8BI72,0,0,0,0,0
A0AAE8YPA1,0,0,0,0,0
B5A613,0,0,0,0,0
C9DCM0,0,0,0,0,0
G1DHY7,0,0,0,0,0
G1JWS0,0,0,0,0,0
I6NSG1,0,0,0,0,0
A0A060AEW6,0,0,0,0,0
A0A0K2CZ62,0,0,0,0,0
A0A0K2CZL4,0,0,0,0,0
A0A0U3B271,0,0,0,0,0
A0A141E0Q7,0,0,0,0,0
A0A1W6JLR4,0,0,0,0,0
A0A222ZPS9,0,0,0,0,0
A0A222ZPY5,0,0,0,0,0
A0A345KX45,0,0,0,0,0
A0A345KYX7,0,0,0,0,0
A0A345MIR0,0,0,0,0,0
A0A385IK24,0,0,0,0,0
A0A3G3BVH8,0,0,0,0,0
A0A3Q9R7K6,0,0,0,0,0
A0A3Q9R7W4,0,0,0,0,0
A0A411B5E8,0,0,0,0,0
A0A482JGE0,0,0,0,0,0
A0A4P8MV44,0,0,0,0,0
A0A514DGV3,0,0,0,0,0
A0A6G9LNP3,0,0,0,0,0
A0A7G9VYQ7,0,0,0,0,0
A0A8S5LNM0,0,0,0,0,0
A0A8S5N9N7,0,0,0,0,0
A0A8S5PX15,0,0,0,0,0
A0A8S5Q8H7,0,0,0,0,0
A0A8S5QIE8,0,0,0,0,0
A0A8S5S2F8,0,0,0,0,0
A0AAE8BDE1,0,0,0,0,0
G1D0Q3,0,0,0,0,0
S5M872,0,0,0,0,0
S5Y1V3,0,0,0,0,0
A0A1D6X8B0,0,0,0,0,0
A0A1L7DQ84,0,0,0,0,0
A0A1W6JJR0,0,0,0,0,0
A0A1W6JMA5,0,0,0,0,0
A0A385DPT7,0,0,0,0,0
A0A5P8D9R7,0,0,0,0,0
A0A6G6XRX1,0,0,0,0,0
A0A6J5SVQ2,0,0,0,0,0
A0A7D5KU05,0,0,0,0,0
A0A8S5NJP5,0,0,0,0,0
A0A8S5NTV2,0,0,0,0,0
A0A8S5PRX5,0,0,0,0,0
A0A8S5QNB1,0,0,0,0,0
A0A8S5SK94,0,0,0,0,0
A0A8S5U335,0,0,0,0,0
